prompt,trend_id,trend_title,variation
"grainy gradient blur fields, soft airbrush haze, dreamy color transitions, misty atmosphere, editorial minimalism, floating shapes, subtle noise texture, abstract smudged gradient poster with atmospheric haze. Avoid: sharp edges, crisp realism, cluttered layout.",3,Atmospheric Gradient,10
"fuzzy gradient blob creature, amorphous shape, airbrushed edges, neon candy gradients, chibi face, big round eyes, adorable surreal mascot, cute fuzzy blob with big round eyes, neon gradient puffball. Avoid: realistic anatomy, detailed fur, creepy faces.",4,Plush Surrealism,1
"fuzzy gradient blob creature, amorphous shape, airbrushed edges, neon candy gradients, chibi face, big round eyes, adorable surreal mascot, star-shaped fuzzy pastel creature, tiny smile. Avoid: realistic anatomy, detailed fur, creepy faces.",4,Plush Surrealism,2
"fuzzy gradient blob creature, amorphous shape, airbrushed edges, neon candy gradients, chibi face, big round eyes, adorable surreal mascot, melting airbrush gradient blob character, soft and glowing. Avoid: realistic anatomy, detailed fur, creepy faces.",4,Plush Surrealism,3
"fuzzy gradient blob creature, amorphous shape, airbrushed edges, neon candy gradients, chibi face, big round eyes, adorable surreal mascot, round chibi blob with candy-colored airbrush texture. Avoid: realistic anatomy, detailed fur, creepy faces.",4,Plush Surrealism,4
"fuzzy gradient blob creature, amorphous shape, airbrushed edges, neon candy gradients, chibi face, big round eyes, adorable surreal mascot, amorphous creature floating softly, dreamy fuzzy edges. Avoid: realistic anatomy, detailed fur, creepy faces.",4,Plush Surrealism,5
"fuzzy gradient blob creature, amorphous shape, airbrushed edges, neon candy gradients, chibi face, big round eyes, adorable surreal mascot, psychedelic plush-like blob with subtle eyes. Avoid: realistic anatomy, detailed fur, creepy faces.",4,Plush Surrealism,6
"fuzzy gradient blob creature, amorphous shape, airbrushed edges, neon candy gradients, chibi face, big round eyes, adorable surreal mascot, neon gradient puff creature, playful and uncanny-cute. Avoid: realistic anatomy, detailed fur, creepy faces.",4,Plush Surrealism,7
"fuzzy gradient blob creature, amorphous shape, airbrushed edges, neon candy gradients, chibi face, big round eyes, adorable surreal mascot, creature made of foggy rainbow mist and tiny face. Avoid: realistic anatomy, detailed fur, creepy faces.",4,Plush Surrealism,8
"fuzzy gradient blob creature, amorphous shape, airbrushed edges, neon candy gradients, chibi face, big round eyes, adorable surreal mascot, fuzzy glowing gradient critter with wobbly outline. Avoid: realistic anatomy, detailed fur, creepy faces.",4,Plush Surrealism,9
"fuzzy gradient blob creature, amorphous shape, airbrushed edges, neon candy gradients, chibi face, big round eyes, adorable surreal mascot, tiny creature made of soft airbrush spray and minimal features. Avoid: realistic anatomy, detailed fur, creepy faces.",4,Plush Surrealism,10
"acid-blur neon gradients, spray-paint plumes, grain-heavy edges, chaotic dreamlike haze, high-saturation glow, energetic poster aesthetic, acid green and hot pink spray-paint haze, grainy glow. Avoid: clean vector shapes, polished gloss.",5,Psychedelic Optics,1
"acid-blur neon gradients, spray-paint plumes, grain-heavy edges, chaotic dreamlike haze, high-saturation glow, energetic poster aesthetic, electric blue neon blur with raw noise texture. Avoid: clean vector shapes, polished gloss.",5,Psychedelic Optics,2
"acid-blur neon gradients, spray-paint plumes, grain-heavy edges, chaotic dreamlike haze, high-saturation glow, energetic poster aesthetic, chaotic neon cloud explosion, harsh gradients. Avoid: clean vector shapes, polished gloss.",5,Psychedelic Optics,3
"acid-blur neon gradients, spray-paint plumes, grain-heavy edges, chaotic dreamlike haze, high-saturation glow, energetic poster aesthetic, gritty high-energy poster blur, toxic color palette. Avoid: clean vector shapes, polished gloss.",5,Psychedelic Optics,4
"acid-blur neon gradients, spray-paint plumes, grain-heavy edges, chaotic dreamlike haze, high-saturation glow, energetic poster aesthetic, grain-sprayed neon mist, raw abstract intensity. Avoid: clean vector shapes, polished gloss.",5,Psychedelic Optics,5
"acid-blur neon gradients, spray-paint plumes, grain-heavy edges, chaotic dreamlike haze, high-saturation glow, energetic poster aesthetic, acid-wash fog with speckled airbrush edges. Avoid: clean vector shapes, polished gloss.",5,Psychedelic Optics,6
"acid-blur neon gradients, spray-paint plumes, grain-heavy edges, chaotic dreamlike haze, high-saturation glow, energetic poster aesthetic, neon aerosol blur with ambient haze. Avoid: clean vector shapes, polished gloss.",5,Psychedelic Optics,7
"acid-blur neon gradients, spray-paint plumes, grain-heavy edges, chaotic dreamlike haze, high-saturation glow, energetic poster aesthetic, grainy vapor blur with punk neon colors. Avoid: clean vector shapes, polished gloss.",5,Psychedelic Optics,8
"acid-blur neon gradients, spray-paint plumes, grain-heavy edges, chaotic dreamlike haze, high-saturation glow, energetic poster aesthetic, saturated toxic glow cloud, abstract poster style. Avoid: clean vector shapes, polished gloss.",5,Psychedelic Optics,9
"acid-blur neon gradients, spray-paint plumes, grain-heavy edges, chaotic dreamlike haze, high-saturation glow, energetic poster aesthetic, trippy airbrush neon spray in chaotic tones. Avoid: clean vector shapes, polished gloss.",5,Psychedelic Optics,10
"ethereal soft-focus florals, dreamy pastel gradients, glowing petals, atmospheric haze, dissolving shapes, elegant minimalist floral aura, ghostlike pastel flower dissolving into mist. Avoid: sharp realism, botanical clarity.",6,Ethereal Botanics,1
"ethereal soft-focus florals, dreamy pastel gradients, glowing petals, atmospheric haze, dissolving shapes, elegant minimalist floral aura, dreamy rose bloom fading into soft gradient haze. Avoid: sharp realism, botanical clarity.",6,Ethereal Botanics,2
"ethereal soft-focus florals, dreamy pastel gradients, glowing petals, atmospheric haze, dissolving shapes, elegant minimalist floral aura, floating orchid aura with grainy edges. Avoid: sharp realism, botanical clarity.",6,Ethereal Botanics,3
"ethereal soft-focus florals, dreamy pastel gradients, glowing petals, atmospheric haze, dissolving shapes, elegant minimalist floral aura, neon floral glow cloud, diffused petals. Avoid: sharp realism, botanical clarity.",6,Ethereal Botanics,4
"ethereal soft-focus florals, dreamy pastel gradients, glowing petals, atmospheric haze, dissolving shapes, elegant minimalist floral aura, soft watercolor floral haze with ethereal glow. Avoid: sharp realism, botanical clarity.",6,Ethereal Botanics,5
"ethereal soft-focus florals, dreamy pastel gradients, glowing petals, atmospheric haze, dissolving shapes, elegant minimalist floral aura, elegant floral silhouette dissolving into gradients. Avoid: sharp realism, botanical clarity.",6,Ethereal Botanics,6
"ethereal soft-focus florals, dreamy pastel gradients, glowing petals, atmospheric haze, dissolving shapes, elegant minimalist floral aura, dream-mist bouquet in pastel fog. Avoid: sharp realism, botanical clarity.",6,Ethereal Botanics,7
"ethereal soft-focus florals, dreamy pastel gradients, glowing petals, atmospheric haze, dissolving shapes, elegant minimalist floral aura, petal shapes melting into atmospheric color. Avoid: sharp realism, botanical clarity.",6,Ethereal Botanics,8
"ethereal soft-focus florals, dreamy pastel gradients, glowing petals, atmospheric haze, dissolving shapes, elegant minimalist floral aura, abstract glowing flower cloud, subtle grain. Avoid: sharp realism, botanical clarity.",6,Ethereal Botanics,9
"ethereal soft-focus florals, dreamy pastel gradients, glowing petals, atmospheric haze, dissolving shapes, elegant minimalist floral aura, dissolved bloom with luminous airy softness. Avoid: sharp realism, botanical clarity.",6,Ethereal Botanics,10
"chaotic typographic collage, oversized letters, mixed fonts, stretched & warped text, photocopy grain, neon accents, zine-inspired layout, oversized chaotic letter collage, warped type, neon hits. Avoid: perfect kerning, clean minimalism.",7,Fragmented Type,1
"chaotic typographic collage, oversized letters, mixed fonts, stretched & warped text, photocopy grain, neon accents, zine-inspired layout, cut-and-paste typography with grain texture. Avoid: perfect kerning, clean minimalism.",7,Fragmented Type,2
"chaotic typographic collage, oversized letters, mixed fonts, stretched & warped text, photocopy grain, neon accents, zine-inspired layout, distorted stacked letters with rough halftone noise. Avoid: perfect kerning, clean minimalism.",7,Fragmented Type,3
"chaotic typographic collage, oversized letters, mixed fonts, stretched & warped text, photocopy grain, neon accents, zine-inspired layout, mixed serif + grotesque chaotic arrangement. Avoid: perfect kerning, clean minimalism.",7,Fragmented Type,4
"chaotic typographic collage, oversized letters, mixed fonts, stretched & warped text, photocopy grain, neon accents, zine-inspired layout, heavy typographic texture with photocopy scrapes. Avoid: perfect kerning, clean minimalism.",7,Fragmented Type,5
"chaotic typographic collage, oversized letters, mixed fonts, stretched & warped text, photocopy grain, neon accents, zine-inspired layout, neon layered text in zine-like chaos. Avoid: perfect kerning, clean minimalism.",7,Fragmented Type,6
"chaotic typographic collage, oversized letters, mixed fonts, stretched & warped text, photocopy grain, neon accents, zine-inspired layout, text-based poster made entirely of distorted glyphs. Avoid: perfect kerning, clean minimalism.",7,Fragmented Type,7
"chaotic typographic collage, oversized letters, mixed fonts, stretched & warped text, photocopy grain, neon accents, zine-inspired layout, black and white type mashup with neon splashes. Avoid: perfect kerning, clean minimalism.",7,Fragmented Type,8
"chaotic typographic collage, oversized letters, mixed fonts, stretched & warped text, photocopy grain, neon accents, zine-inspired layout, explosive letter forms overlapping unpredictably. Avoid: perfect kerning, clean minimalism.",7,Fragmented Type,9
"chaotic typographic collage, oversized letters, mixed fonts, stretched & warped text, photocopy grain, neon accents, zine-inspired layout, hybrid cutout typography and grainy shapes. Avoid: perfect kerning, clean minimalism.",7,Fragmented Type,10
"grunge zine collage, xerox textures, torn edges, graffiti scribbles, ransom-note letters, gritty halftone patterns, 90s underground aesthetic, DIY punk flyer, torn paper and photocopy grain. Avoid: clean edges, polished type, corporate design.",8,Xerox Punk,1
"grunge zine collage, xerox textures, torn edges, graffiti scribbles, ransom-note letters, gritty halftone patterns, 90s underground aesthetic, grunge zine collage with rough scribbles and tape. Avoid: clean edges, polished type, corporate design.",8,Xerox Punk,2
"grunge zine collage, xerox textures, torn edges, graffiti scribbles, ransom-note letters, gritty halftone patterns, 90s underground aesthetic, distressed halftone xerox layout, neon accent. Avoid: clean edges, polished type, corporate design.",8,Xerox Punk,3
"grunge zine collage, xerox textures, torn edges, graffiti scribbles, ransom-note letters, gritty halftone patterns, 90s underground aesthetic, gritty type cutouts layered over photocopy noise. Avoid: clean edges, polished type, corporate design.",8,Xerox Punk,4
"grunge zine collage, xerox textures, torn edges, graffiti scribbles, ransom-note letters, gritty halftone patterns, 90s underground aesthetic, spray-painted punk marks on ripped textures. Avoid: clean edges, polished type, corporate design.",8,Xerox Punk,5
"grunge zine collage, xerox textures, torn edges, graffiti scribbles, ransom-note letters, gritty halftone patterns, 90s underground aesthetic, underground poster aesthetic with chaotic paper scraps. Avoid: clean edges, polished type, corporate design.",8,Xerox Punk,6
"grunge zine collage, xerox textures, torn edges, graffiti scribbles, ransom-note letters, gritty halftone patterns, 90s underground aesthetic, ransom-note typography and ink smears. Avoid: clean edges, polished type, corporate design.",8,Xerox Punk,7
"grunge zine collage, xerox textures, torn edges, graffiti scribbles, ransom-note letters, gritty halftone patterns, 90s underground aesthetic, 90s skate zine vibes, raw contrast. Avoid: clean edges, polished type, corporate design.",8,Xerox Punk,8
"grunge zine collage, xerox textures, torn edges, graffiti scribbles, ransom-note letters, gritty halftone patterns, 90s underground aesthetic, rough collage energy with broken graphics. Avoid: clean edges, polished type, corporate design.",8,Xerox Punk,9
"grunge zine collage, xerox textures, torn edges, graffiti scribbles, ransom-note letters, gritty halftone patterns, 90s underground aesthetic, torn magazine fragments fused with graffiti. Avoid: clean edges, polished type, corporate design.",8,Xerox Punk,10
"MTV-style signal graphics, hyper-saturated neon, cartoon doodles, clunky early 3D blobs, fake UI overlays, chaotic retro motion energy, pop culture surrealism, 90s broadcast chaos with neon scribbles. Avoid: muted colors, minimal layout.",9,Broadcast Signals,1
"MTV-style signal graphics, hyper-saturated neon, cartoon doodles, clunky early 3D blobs, fake UI overlays, chaotic retro motion energy, pop culture surrealism, cartoon doodles + fake 3D shapes exploding with color. Avoid: muted colors, minimal layout.",9,Broadcast Signals,2
"MTV-style signal graphics, hyper-saturated neon, cartoon doodles, clunky early 3D blobs, fake UI overlays, chaotic retro motion energy, pop culture surrealism, weird retro UI overlays with motion-style distortion. Avoid: muted colors, minimal layout.",9,Broadcast Signals,3
"MTV-style signal graphics, hyper-saturated neon, cartoon doodles, clunky early 3D blobs, fake UI overlays, chaotic retro motion energy, pop culture surrealism, hyper-neon surreal channel-surf aesthetic. Avoid: muted colors, minimal layout.",9,Broadcast Signals,4
"MTV-style signal graphics, hyper-saturated neon, cartoon doodles, clunky early 3D blobs, fake UI overlays, chaotic retro motion energy, pop culture surrealism, glitchy shapes and cartoon icons colliding. Avoid: muted colors, minimal layout.",9,Broadcast Signals,5
"MTV-style signal graphics, hyper-saturated neon, cartoon doodles, clunky early 3D blobs, fake UI overlays, chaotic retro motion energy, pop culture surrealism, electric pop-art with exaggerated movement. Avoid: muted colors, minimal layout.",9,Broadcast Signals,6
"MTV-style signal graphics, hyper-saturated neon, cartoon doodles, clunky early 3D blobs, fake UI overlays, chaotic retro motion energy, pop culture surrealism, early-CG chrome blobs and flat cartoons together. Avoid: muted colors, minimal layout.",9,Broadcast Signals,7
"MTV-style signal graphics, hyper-saturated neon, cartoon doodles, clunky early 3D blobs, fake UI overlays, chaotic retro motion energy, pop culture surrealism, psychedelic 90s tv-bumper vibes. Avoid: muted colors, minimal layout.",9,Broadcast Signals,8
"MTV-style signal graphics, hyper-saturated neon, cartoon doodles, clunky early 3D blobs, fake UI overlays, chaotic retro motion energy, pop culture surrealism, chaotic colorful doodles layered over motion blur. Avoid: muted colors, minimal layout.",9,Broadcast Signals,9
"MTV-style signal graphics, hyper-saturated neon, cartoon doodles, clunky early 3D blobs, fake UI overlays, chaotic retro motion energy, pop culture surrealism, retro futuristic broadcast energy storm. Avoid: muted colors, minimal layout.",9,Broadcast Signals,10
"future-medieval hybrid, blackletter + futuristic sans-serif, illuminated manuscript meets sci-fi circuitry, relic symbols blended with neon tech textures, glitch parchment, symmetrical ceremonial composition, electric rune symbols mixed with blackletter tech calligraphy. Avoid: pure medieval realism, soft fantasy.",10,Medieval Futurism,1
"future-medieval hybrid, blackletter + futuristic sans-serif, illuminated manuscript meets sci-fi circuitry, relic symbols blended with neon tech textures, glitch parchment, symmetrical ceremonial composition, sci-fi illuminated manuscript with neon circuitry. Avoid: pure medieval realism, soft fantasy.",10,Medieval Futurism,2
"future-medieval hybrid, blackletter + futuristic sans-serif, illuminated manuscript meets sci-fi circuitry, relic symbols blended with neon tech textures, glitch parchment, symmetrical ceremonial composition, cyber-gothic heraldry crest, ritual symmetry. Avoid: pure medieval realism, soft fantasy.",10,Medieval Futurism,3
"future-medieval hybrid, blackletter + futuristic sans-serif, illuminated manuscript meets sci-fi circuitry, relic symbols blended with neon tech textures, glitch parchment, symmetrical ceremonial composition, digital relics with glowing rune patterns. Avoid: pure medieval realism, soft fantasy.",10,Medieval Futurism,4
"future-medieval hybrid, blackletter + futuristic sans-serif, illuminated manuscript meets sci-fi circuitry, relic symbols blended with neon tech textures, glitch parchment, symmetrical ceremonial composition, techno-knight insignia with glitch parchment. Avoid: pure medieval realism, soft fantasy.",10,Medieval Futurism,5
"future-medieval hybrid, blackletter + futuristic sans-serif, illuminated manuscript meets sci-fi circuitry, relic symbols blended with neon tech textures, glitch parchment, symmetrical ceremonial composition, sacred futuristic sigil carved in luminous metal. Avoid: pure medieval realism, soft fantasy.",10,Medieval Futurism,6
"future-medieval hybrid, blackletter + futuristic sans-serif, illuminated manuscript meets sci-fi circuitry, relic symbols blended with neon tech textures, glitch parchment, symmetrical ceremonial composition, mythic beast outline enhanced with circuitry. Avoid: pure medieval realism, soft fantasy.",10,Medieval Futurism,7
"future-medieval hybrid, blackletter + futuristic sans-serif, illuminated manuscript meets sci-fi circuitry, relic symbols blended with neon tech textures, glitch parchment, symmetrical ceremonial composition, digital manuscript border with shimmering glyphs. Avoid: pure medieval realism, soft fantasy.",10,Medieval Futurism,8
"future-medieval hybrid, blackletter + futuristic sans-serif, illuminated manuscript meets sci-fi circuitry, relic symbols blended with neon tech textures, glitch parchment, symmetrical ceremonial composition, hybrid medieval-tech crest glowing with AI filigree. Avoid: pure medieval realism, soft fantasy.",10,Medieval Futurism,9
"future-medieval hybrid, blackletter + futuristic sans-serif, illuminated manuscript meets sci-fi circuitry, relic symbols blended with neon tech textures, glitch parchment, symmetrical ceremonial composition, apocalyptic techno-ceremonial emblem. Avoid: pure medieval realism, soft fantasy.",10,Medieval Futurism,10
